title,home_type,home_status,year_built,address,city,state,postal_code,bedrooms,bathrooms,square_footage,price,offer,monthly_p_i,total_expense,rent_zestimate,days_on_zillow,price_reduction,url
House for sale,SINGLE_FAMILY,FOR_SALE,1866,"5825 Glenview Ave, Cincinnati, OH 45224",Cincinnati,OH,45224,6,2.0,5170,359900.0,106300.0,405.99396726382196,1499.8273005971553,1600,47,"$15,000 (Oct 28)",https://www.zillow.com/homedetails/5825-Glenview-Ave-Cincinnati-OH-45224/34264169_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1980,"418 Heathgate Rd, Cincinnati, OH 45255",Cincinnati,OH,45255,4,4.0,5340,650000.0,319000.0,1218.363834027838,3099.6971673611715,3200,47,"$49,000 (Nov 13)",https://www.zillow.com/homedetails/418-Heathgate-Rd-Cincinnati-OH-45255/34278398_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1950,"6911 Bramble Ave, Cincinnati, OH 45227",Cincinnati,OH,45227,3,2.0,1598,184900.0,119000.0,454.499361283112,1199.6660279497787,1300,47,"$4,100 (Nov 14)",https://www.zillow.com/homedetails/6911-Bramble-Ave-Cincinnati-OH-45227/34306768_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,2013,"1112 Carney St, Cincinnati, OH 45202",Cincinnati,OH,45202,4,5.0,5440,2695000.0,2197200.0,8391.81509757356,16163.641764240227,16264,48,,https://www.zillow.com/homedetails/1112-Carney-St-Cincinnati-OH-45202/34221343_zpid/
Apartment for sale,MULTI_FAMILY,FOR_SALE,1926,"4969 Glenway Ave, Cincinnati, OH 45238",Cincinnati,OH,45238,3,1.0,,159000.0,56000.0,213.8820523685233,799.8820523685233,900,48,,https://www.zillow.com/homedetails/4969-Glenway-Ave-Cincinnati-OH-45238/2082403681_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1956,"1003 Winfield Ave, Cincinnati, OH 45205",Cincinnati,OH,45205,4,1.0,1137,84900.0,84900.0,324.2604686801362,845.7604686801362,1000,48,"$5,000 (Oct 29)",https://www.zillow.com/homedetails/1003-Winfield-Ave-Cincinnati-OH-45205/34243246_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1922,"4229 Appleton St, Cincinnati, OH 45209",Cincinnati,OH,45209,2,2.0,1122,289900.0,115600.0,441.5136652464517,1399.6803319131184,1500,48,"$5,100 (Nov 4)",https://www.zillow.com/homedetails/4229-Appleton-St-Cincinnati-OH-45209/34215357_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1923,"6749 Cambridge Ave, Cincinnati, OH 45227",Cincinnati,OH,45227,2,1.0,572,85000.0,85000.0,324.6424009165086,846.1190675831754,999,48,"$25,000 (Nov 23)",https://www.zillow.com/homedetails/6749-Cambridge-Ave-Cincinnati-OH-45227/34306734_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1890,"1127 Belvedere St, Cincinnati, OH 45202",Cincinnati,OH,45202,3,4.0,2239,425000.0,274900.0,1049.931717787626,2428.7750511209597,2529,48,"$10,000 (Nov 18)",https://www.zillow.com/homedetails/1127-Belvedere-St-Cincinnati-OH-45202/34221130_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1919,"5723 Ridge Ave, Cincinnati, OH 45213",Cincinnati,OH,45213,2,1.0,1010,117999.0,117999.0,450.6762195970246,1064.3912195970247,1195,48,,https://www.zillow.com/homedetails/5723-Ridge-Ave-Cincinnati-OH-45213/34233278_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1918,"1302 Beech Ave, Cincinnati, OH 45205",Cincinnati,OH,45205,2,1.0,1596,120000.0,62500.0,238.7076477327269,799.7076477327269,900,49,,https://www.zillow.com/homedetails/1302-Beech-Ave-Cincinnati-OH-45205/34252337_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1921,"852 Beech Ave, Cincinnati, OH 45205",Cincinnati,OH,45205,3,1.0,1557,160000.0,65200.0,249.0198181147807,894.7364847814473,995,49,,https://www.zillow.com/homedetails/852-Beech-Ave-Cincinnati-OH-45205/34241650_zpid/
Condo for sale,CONDO,FOR_SALE,1865,"536 Liberty Hl # 2, Cincinnati, OH 45202",Cincinnati,OH,45202,1,1.0,872,189000.0,51700.0,197.45896620451168,1149.9589662045116,1250,49,,https://www.zillow.com/homedetails/536-Liberty-Hl-2-Cincinnati-OH-45202/2082418672_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1909,"2539 Ritchie Ave, Cincinnati, OH 45208",Cincinnati,OH,45208,4,3.0,2471,543000.0,381400.0,1456.6895495241927,3173.749549524192,3274,49,"$5,000 (Oct 25)",https://www.zillow.com/homedetails/2539-Ritchie-Ave-Cincinnati-OH-45208/34214620_zpid/
