title,home_type,home_status,year_built,address,city,state,postal_code,bedrooms,bathrooms,square_footage,price,offer,monthly_p_i,total_expense,rent_zestimate,days_on_zillow,price_reduction,url
House for sale,SINGLE_FAMILY,FOR_SALE,1940,"712 Broad Blvd, Dayton, OH 45419",Dayton,OH,45419,3,2.0,1372,157000.0,133300.0,509.11567108436,1209.6823377510268,1310,32,"$7,900 (Nov 19)",https://www.zillow.com/homedetails/712-Broad-Blvd-Dayton-OH-45419/35029361_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1960,"4240 Wilmington Pike, Dayton, OH 45440",Dayton,OH,45440,3,2.0,1574,160000.0,160000.0,611.0915781957808,1350.8582448624475,1490,33,"$9,500 (Nov 19)",https://www.zillow.com/homedetails/4240-Wilmington-Pike-Dayton-OH-45440/35037702_zpid/
For sale by owner,SINGLE_FAMILY,FOR_SALE,1953,"1641 Bauer Ave, Dayton, OH 45420",Dayton,OH,45420,2,1.0,741,32000.0,32000.0,122.21831563915617,517.5516489724895,800,35,"$6,000 (Oct 22)",https://www.zillow.com/homedetails/1641-Bauer-Ave-Dayton-OH-45420/35026769_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1955,"2804 Colonial Ave, Dayton, OH 45419",Dayton,OH,45419,3,2.0,1394,132900.0,132900.0,507.5879421388705,1165.1379421388706,1295,36,,https://www.zillow.com/homedetails/2804-Colonial-Ave-Dayton-OH-45419/35028995_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1965,"5301 Bliss Pl, Dayton, OH 45440",Dayton,OH,45440,4,2.0,2242,225000.0,175800.0,671.4368715426142,1549.9368715426142,1650,36,"$4,000 (Nov 7)",https://www.zillow.com/homedetails/5301-Bliss-Pl-Dayton-OH-45440/35039871_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1961,"1460 Raymont Dr, Dayton, OH 45429",Dayton,OH,45429,3,2.0,1405,119900.0,108200.0,413.25067975489685,1014.9340130882301,1115,42,,https://www.zillow.com/homedetails/1460-Raymont-Dr-Dayton-OH-45429/35038105_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1926,"1027 W Dorothy Ln, Dayton, OH 45409",Dayton,OH,45409,2,1.0,660,55000.0,55000.0,210.06273000479968,635.1793966714664,755,42,"$5,000 (Nov 2)",https://www.zillow.com/homedetails/1027-W-Dorothy-Ln-Dayton-OH-45409/35026067_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1915,"1564 Bowman Ave, Dayton, OH 45409",Dayton,OH,45409,3,2.0,1379,124900.0,124900.0,477.03336322908143,1117.4500298957482,1275,42,,https://www.zillow.com/homedetails/1564-Bowman-Ave-Dayton-OH-45409/35025566_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1944,"308 Earnshaw Dr, Dayton, OH 45429",Dayton,OH,45429,3,1.0,1239,132000.0,132000.0,504.1505520115192,1161.1505520115193,1300,43,"$3,000 (Nov 14)",https://www.zillow.com/homedetails/308-Earnshaw-Dr-Dayton-OH-45429/35027698_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1949,"3211 Lenox Dr, Dayton, OH 45429",Dayton,OH,45429,3,3.0,1932,269900.0,124400.0,475.12370204721964,1399.957035380553,1500,43,"$4,600 (Nov 12)",https://www.zillow.com/homedetails/3211-Lenox-Dr-Dayton-OH-45429/35027207_zpid/
For sale by owner,SINGLE_FAMILY,FOR_SALE,1962,"3465 Southern Blvd, Dayton, OH 45429",Dayton,OH,45429,3,3.0,2056,150000.0,118400.0,452.20776786487784,1124.957767864878,1225,44,"$29,000 (Nov 18)",https://www.zillow.com/homedetails/3465-Southern-Blvd-Dayton-OH-45429/35037444_zpid/
